fid;Tipologia d'espai;Carrer;Barri;Tipologia;Notes;Revisió;X;Y;GENERE
820;(Super)mercat;C. de Mir;Sant Andreu;Supermercat;;No;431937,2535;4587518,931;FEM
821;Espai d'art;C. de Malats;Sant Andreu;Dança;;No;431920,7104;4587565,027;FEM
822;Centre estètic;Av. Meridiana;Sant Andreu;Perruqueria;;No;431901,2763;4587553,624;FEM
823;Centre estètic;C. de Malats;Sant Andreu;Perruqueria;;No;431949,7812;4587574,021;FEM
824;Espai institucional;C. de Malats;Sant Andreu;;;No;431962,6302;4587570,809;FEM
825;Comerç de cura;C. de Bartrina;Sant Andreu;Forn;;No;432107,6633;4588105,488;FEM
826;Comerç de cura;Plaça de Miquel Casablancas i Joanico;Sant Andreu;Dentista;;No;432047,5942;4587888,661;FEM
827;Espai institucional;C. de Colombia;Sant Andreu;Serveis socials;;No;432169,0172;4588001,17;FEM
828;Centre estètic;C. d'Arquímedes;Sant Andreu;Perruqueria;;No;432157,935;4587989,285;FEM
829;Centre estètic;C. de Campeny;Sant Andreu;Perruqueria;;No;432163,717;4587934,195;FEM
830;Comerç de cura;C. del Cinca;Sant Andreu;Veterinaria;;No;432521,7222;4587863,686;FEM
831;Col·legi/Centre formatiu;C. del Cinca;Sant Andreu;Repàs;;No;432521,401;4587872,038;FEM
832;Centre estètic;C. del Cinca;Sant Andreu;Perruqueria;;No;432527,5042;4587741,942;FEM
833;(Super)mercat;C. de Joan Torras;Sant Andreu;Fruiteria;;No;432480,9266;4587677,376;FEM
834;Centre estètic;C. del Cinca;Sant Andreu;Massatges;;No;432496,6666;4587704,037;FEM
835;(Super)mercat;C. de Joan Torras;Sant Andreu;Fruiteria;;No;432482,5328;4587654,569;FEM
836;Comerç de cura;C. del Cinca;Sant Andreu;Coses de casa;;No;432507,9095;4587638,829;FEM
837;Element simbólic;C. del Cinca;Sant Andreu;Grafitti;;No;432514,0128;4587590,966;FEM
838;Comerç de cura;C. del Cinca;Sant Andreu;Dentista;;No;432528,4679;4587619,234;FEM
839;Comerç de cura;C. de Joan Torras;Sant Andreu;Forn;;No;432368,4979;4587675,127;FEM
840;Comerç de cura;Passeig de Torres i Bages;Sant Andreu;Optica;;No;432407,2055;4587684,282;FEM
841;Centre cultural;C. de Guardiola i Feliu;Sant Andreu;Associació;;No;432380,2226;4587761,055;FEM
842;(Super)mercat;Passeig de Torres i Bages;Sant Andreu;Fruiteria;;No;432435,1521;4587799,441;FEM
843;Comerç de cura;Passeig de Torres i Bages;Sant Andreu;Forn;;No;432433,8672;4587812,129;FEM
844;(Super)mercat;Passeig de Torres i Bages;Sant Andreu;Supermercat;;No;432402,0659;4587799,28;FEM
845;(Super)mercat;Passeig de Torres i Bages;Sant Andreu;Fruiteria;;No;432402,5477;4587808,596;FEM
846;Centre estètic;C. de Joan Torras;Sant Andreu;Joyeria;;No;432359,1824;4587651,356;FEM
847;Centre estètic;C. de Joan Torras;Sant Andreu;Perruqueria;;No;432314,2109;4587648,947;FEM
848;(Super)mercat;C. de Joan Torras;Sant Andreu;Fruiteria;;No;432323,687;4587649,59;FEM
849;(Super)mercat;C. de Joan Torras;Sant Andreu;Supermercat;;No;432330,2721;4587650,232;FEM
850;Element simbólic;C. Gran de San Andreu;Sant Andreu;Cartells;;No;432293,8131;4587580,044;FEM
851;Centre estètic;C. de Malats;Sant Andreu;Esteticien;;No;432367,8555;4587490,262;FEM
852;Centre estètic;C. de Malats;Sant Andreu;Esteticien;;No;432364,322;4587473,558;FEM
853;Element simbólic;C. del Segre;Sant Andreu;Grafitti;;No;432451,133;4587421,6;FEM
854;Element simbólic;C. del Segre;Sant Andreu;Grafitti;;No;432444,7085;4587416,942;FEM
855;Comerç de cura;C. del Dr. Balari i Jovany;Sant Andreu;Veterinaria;;No;432412,1845;4587393,975;FEM
856;Comerç de cura;C. del Dr. Balari i Jovany;Sant Andreu;Veterinaria;;No;432385,041;4587408,591;FEM
857;Centre estètic;C. del Dr. Balari i Jovany;Sant Andreu;Perruqueria;;No;432399,9779;4587399,114;FEM
858;Centre cultural;C. de l'Ajuntament;Sant Andreu;Llibreria;;No;432384,0773;4587442,962;FEM
859;Comerç de cura;C. de l'Ajuntament;Sant Andreu;Roba;;No;432361,2703;4587441,677;FEM
860;Comerç de cura;C. de l'Ajuntament;Sant Andreu;Joguines;;No;432357,7369;4587439,91;FEM
861;Centre estètic;C. de l'Ajuntament;Sant Andreu;Joyeria;;No;432354,5246;4587437,822;FEM
862;Comerç de cura;Av. Meridiana;Sant Andreu;Farmàcia;;No;431924,5651;4587643,727;FEM
863;Comerç de cura;Av. Meridiana;Sant Andreu;Rentadores;;No;431858,2321;4587396,063;FEM
864;Comerç de cura;Av. Meridiana;Sant Andreu;Coses de casa;;No;431851,9682;4587373,898;FEM
865;Comerç de cura;Av. Meridiana;Sant Andreu;Viatges;;No;431845,5437;4587352,376;FEM
866;Centre estètic;C. de Ruben Dario;Sant Andreu;Yoga;;No;431857,1078;4587342,9;FEM
867;Comerç de cura;C. de Jorda;Sant Andreu;Dentista;;No;432025,9115;4587332,621;FEM
868;(Super)mercat;C. de Ruben Dario;Sant Andreu;Supermercat;COndis;No;432095,6173;4587296,323;FEM
869;Comerç de cura;C. de Ruben Dario;Sant Andreu;Farmàcia;;No;432016,9172;4587287,971;FEM
870;Col·legi/Centre formatiu;C. de Castellbell;Sant Andreu;Escola d'idiomes;;No;431998,6074;4587259,06;FEM
871;(Super)mercat;C. de Castellbell;Sant Andreu;Supermercat;;No;431988,3282;4587259,382;FEM
872;Centre estètic;Riera de Sant Andreu;Sant Andreu;Perruqueria;;No;432065,7434;4587275,122;FEM
873;Comerç de cura;C. de Ruben Dario;Sant Andreu;Coses de casa;;No;432136,4129;4587287,328;FEM
874;Centre estètic;C. de Ruben Dario;Sant Andreu;Perruqueria;;No;432148,6195;4587286,043;FEM
875;Centre estètic;C. de Ruben Dario;Sant Andreu;Perruqueria;;No;432169,1778;4587281,225;FEM
876;Element simbólic;Riera de Sant Andreu;Sant Andreu;Grafitti;;No;432161,7897;4587247,175;FEM
877;Comerç de cura;C. de Ruben Dario;Sant Andreu;Viatges;;No;432210,2946;4587261,309;FEM
878;Centre estètic;C. de Ruben Dario;Sant Andreu;Esteticien;;No;432184,2754;4587266,127;FEM
879;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Farmàcia;;No;432264,7423;4587233,684;FEM
880;(Super)mercat;C. Gran de San Andreu;Sant Andreu;Supermercat;;No;432280,3217;4587235,45;FEM
881;Element simbólic;C. de Sant Adrià;Sant Andreu;Grafitti;;No;432288,6735;4587239,466;FEM
882;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Optica;;No;432293,6525;4587264,2;FEM
883;(Super)mercat;C. de Sant Adrià;Sant Andreu;Fruiteria;;No;432319,0293;4587254,403;FEM
884;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Optica;;No;432290,6009;4587276,728;FEM
885;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Roba;;No;432293,3313;4587284,437;FEM
886;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Roba;;No;432294,7768;4587289,416;FEM
887;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Centre mèdic;;No;432296,7041;4587301,141;FEM
888;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Optica;;No;432276,9488;4587276,728;FEM
889;Centre estètic;C. Gran de San Andreu;Sant Andreu;Joyeria;;No;432279,0368;4587284,919;FEM
890;Centre estètic;C. Gran de San Andreu;Sant Andreu;Floristeria;;No;432280,4823;4587289,416;FEM
891;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Veterinaria;;No;432281,6066;4587294,556;FEM
892;Centre estètic;C. Gran de San Andreu;Sant Andreu;Perruqueria;;No;432281,9278;4587300,659;FEM
893;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Roba;;No;432295,5799;4587309,332;FEM
894;Comerç de cura;C. del Mercat;Sant Andreu;Veterinaria;;No;432277,7519;4587326,036;FEM
895;Centre estètic;C. del Mercat;Sant Andreu;Perruqueria;;No;432257,9965;4587326,036;FEM
896;Comerç de cura;C. del Mercat;Sant Andreu;Farmàcia;;No;432252,2145;4587327,16;FEM
897;Centre estètic;C. del Mercat;Sant Andreu;Ungles;;No;432265,7059;4587336,154;FEM
898;Centre estètic;C. del Mercat;Sant Andreu;Ungles;;No;432246,7537;4587336,315;FEM
899;Comerç de cura;Plaça del Mercadal;Sant Andreu;Tintoreria;;No;432223,9467;4587342,579;FEM
900;Centre estètic;C. del Mercat;Sant Andreu;Esteticien;;No;432275,5033;4587335,351;FEM
901;Centre estètic;C. Gran de San Andreu;Sant Andreu;Perfumeria;;No;432299,7558;4587329,087;FEM
902;Comerç de cura;Plaça del Comerç;Sant Andreu;Fisioterapia;;No;432326,2568;4587384,017;FEM
903;Comerç de cura;Plaça del Comerç;Sant Andreu;Roba;;No;432329,7903;4587384,82;FEM
904;Comerç de cura;Plaça del Comerç;Sant Andreu;Dentista;;No;432320,4748;4587384,82;FEM
905;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Dentista;;No;432307,3046;4587382,09;FEM
906;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Centre mèdic;;No;432307,4652;4587376,629;FEM
907;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Forn;Macxipa;No;432289,4766;4587383,053;FEM
908;Centre estètic;C. Gran de San Andreu;Sant Andreu;Perfumeria;;No;432291,5645;4587364,422;FEM
909;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Coses de casa;;No;432289,6372;4587358,801;FEM
910;Centre estètic;C. Gran de San Andreu;Sant Andreu;Perruqueria;;No;432284,4976;4587351,413;FEM
911;(Super)mercat;C. Gran de San Andreu;Sant Andreu;Supermercat;;No;432299,1133;4587335,191;FEM
912;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Papereria;;No;432299,5952;4587341,294;FEM
913;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Roba;;No;432303,4499;4587354,625;FEM
914;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Dentista;;No;432301,827;4587364,827;FEM
915;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Roba;;No;432290,7615;4587374,22;FEM
916;(Super)mercat;C. de Pons i Gallarza;Sant Andreu;Supermercat;;No;432262,0118;4587412,285;FEM
917;(Super)mercat;C. Mateu Ferran;Sant Andreu;Supermercat;Italià;No;432236,3139;4587400,721;FEM
918;Centre estètic;C. Mateu Ferran;Sant Andreu;Esteticien;;No;432243,3808;4587377,592;FEM
919;Espai d'art;C. Mateu Ferran;Sant Andreu;Ceràmica;;No;432234,2259;4587368,598;FEM
920;Centre estètic;C. de Pons i Gallarza;Sant Andreu;Esteticien;;No;432171,2658;4587423,849;FEM
921;Centre estètic;C. de Pons i Gallarza;Sant Andreu;Esteticien;;No;432179,2964;4587423,046;FEM
922;Centre estètic;C. de Pons i Gallarza;Sant Andreu;Esteticien;;No;432186,6846;4587423,528;FEM
923;Comerç de cura;C. de l'arc del Mercat;Sant Andreu;Viatges;;No;432256,3904;4587352,216;FEM
924;Comerç de cura;C. de Pons i Gallarza;Sant Andreu;Psicologia;;No;432157,1319;4587412,767;FEM
925;Comerç de cura;C. de Pons i Gallarza;Sant Andreu;Forn;;No;432255,5874;4587413,248;FEM
926;Comerç de cura;C. de Pons i Gallarza;Sant Andreu;Forn;;No;432257,3541;4587401,363;FEM
927;Col·legi/Centre formatiu;C. de Pons i Gallarza;Sant Andreu;Escola d'idiomes;;No;432282,7309;4587401,363;FEM
928;Centre estètic;Plaça del Mercadal;Sant Andreu;Esteticien;;No;432212,3826;4587362,334;FEM
929;(Super)mercat;Plaça del Mercadal;Sant Andreu;Mercat;;No;432193,7516;4587353,822;FEM
930;(Super)mercat;C. de VIntró;Sant Andreu;Carniceria;;No;432169,9809;4587376,629;FEM
931;(Super)mercat;C. de VIntró;Sant Andreu;Supermercat;;No;432161,6291;4587371,329;FEM
932;(Super)mercat;Plaça del Mercadal;Sant Andreu;Peixateria;;No;432161,4685;4587364,422;FEM
933;Comerç de cura;Plaça del Mercadal;Sant Andreu;Coses de casa;;No;432161,6291;4587355,107;FEM
934;Comerç de cura;Plaça del Mercadal;Sant Andreu;Forn;;No;432161,7897;4587336,154;FEM
935;Comerç de cura;Plaça del Mercadal;Sant Andreu;Roba;Infantil;No;432160,6654;4587329,891;FEM
936;Comerç de cura;Plaça del Mercadal;Sant Andreu;Roba;;No;432169,1778;4587320,575;FEM
937;Comerç de cura;Plaça del Mercadal;Sant Andreu;Podologia;;No;432174,6387;4587319,611;FEM
938;Comerç de cura;Plaça del Mercadal;Sant Andreu;Rentadores;;No;432177,8509;4587319,611;FEM
939;Comerç de cura;Plaça del Mercadal;Sant Andreu;Roba;;No;432194,394;4587318,969;FEM
940;(Super)mercat;Plaça del Mercadal;Sant Andreu;Supermercat;;No;432203,0671;4587318,969;FEM
941;Centre estètic;C. del Mercat;Sant Andreu;Joyeria;;No;432235,6714;4587327,803;FEM
942;Comerç de cura;C. de Ruben Dario;Sant Andreu;Coses de casa;;No;432199,0518;4587274,961;FEM
943;(Super)mercat;C. de Ruben Dario;Sant Andreu;Mercat;;No;432190,5393;4587276,407;FEM
944;Comerç de cura;C. de Ruben Dario;Sant Andreu;Psicòleg infantil;;No;432179,2964;4587279,298;FEM
945;Centre estètic;C. de Ruben Dario;Sant Andreu;Esteticien;;No;432183,7936;4587278,013;FEM
946;Centre estètic;C. de Ruben Dario;Sant Andreu;Esteticien;;No;432228,7651;4587269,34;FEM
947;Centre estètic;C. de Ruben Dario;Sant Andreu;Ungles;;No;432214,1493;4587271,588;FEM
948;(Super)mercat;C. de VIntró;Sant Andreu;Supermercat;;No;432169,0172;4587306,12;FEM
949;Comerç de cura;C. de VIntró;Sant Andreu;Roba;;No;432168,8566;4587296,965;FEM
950;Centre cultural;C. de VIntró;Sant Andreu;Associació;;No;432169,0172;4587286,846;FEM
951;(Super)mercat;Plaça del Mercadal;Sant Andreu;Supermercat;;No;432161,6291;4587345,47;FEM
952;Espai institucional;Plaça del Mercadal;Sant Andreu;Serveis socials;;No;432185,3997;4587319,933;FEM
953;Comerç de cura;Plaça del Mercadal;Sant Andreu;Roba;;No;432199,6942;4587363,137;FEM
954;Comerç de cura;Plaça del Mercadal;Sant Andreu;Roba;;No;432204,0308;4587363,137;FEM
955;Centre estètic;Plaça del Mercadal;Sant Andreu;Massatges;;No;432219,4495;4587362,334;FEM
956;(Super)mercat;Plaça del Mercadal;Sant Andreu;Supermercat;;No;432184,1148;4587363,94;FEM
957;(Super)mercat;Plaça del Mercadal;Sant Andreu;Supermercat;;No;432170,784;4587364,262;FEM
958;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Forn;;No;432264,7423;4587264,842;FEM
959;(Super)mercat;C. de Ruben Dario;Sant Andreu;Supermercat;;No;432249,3235;4587265,485;FEM
960;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Coses de casa;;No;432273,2547;4587273,194;FEM
961;Espai institucional;C. Gran de San Andreu;Sant Andreu;Espai comunitari;;No;432278,7155;4587280,743;FEM
962;Centre estètic;C. del Segre;Sant Andreu;Perruqueria;;No;432595,1221;4587126,395;FEM
963;Comerç de cura;C. del Segre;Sant Andreu;Veterinaria;;No;432631,3402;4587074,276;FEM
964;(Super)mercat;c. del Doctor Santponç;Sant Andreu;Supermercat;Bonpreu;No;432687,2333;4587047,132;FEM
965;Col·legi/Centre formatiu;C. de Parellada;Sant Andreu;Guarderia;;No;432629,7341;4587148,639;FEM
966;(Super)mercat;C. Doctor Santponç;Sant Andreu;Carniceria;;No;432686,5909;4587028,341;FEM
967;Comerç de cura;C. Doctor Santponç;Sant Andreu;Coses de casa;;No;432701,8491;4587032,035;FEM
968;Centre estètic;C. Doctor Santponç;Sant Andreu;Perruqueria;;No;432740,0748;4587040,547;FEM
969;Espai institucional;C. de josep Soldevila;Sant Andreu;SEPE;;No;432759,8302;4587001,84;FEM
970;Comerç de cura;C. de josep Soldevila;Sant Andreu;Rentadores;;No;432748,1055;4587028,18;FEM
971;(Super)mercat;C. del Segre;Sant Andreu;Supermercat;;No;432728,832;4586913,824;FEM
972;(Super)mercat;C. del Segre;Sant Andreu;Supermercat;;No;432735,2565;4586902,581;FEM
973;Comerç de cura;c. del Doctor Santponç;Sant Andreu;Forn;;No;432607,6499;4587022,84;FEM
974;Comerç de cura;C. de Ramon Batllé;Sant Andreu;Farmàcia;;No;432563,642;4587037,777;FEM
975;Centre cultural;c. del Doctor Santponç;Sant Andreu;Associació;;No;432541,7987;4587002,763;FEM
976;Col·legi/Centre formatiu;c. del Doctor Santponç;Sant Andreu;Institut;;No;432494,0968;4586994,893;FEM
977;Col·legi/Centre formatiu;c. del Doctor Santponç;Sant Andreu;Guarderia;;No;432479,6417;4586992,805;FEM
978;Comerç de cura;C. de Parellada;Sant Andreu;Centre mèdic;;No;432498,1122;4587102,985;FEM
979;Centre estètic;C. de Borriana;Sant Andreu;Perruqueria;;No;432494,0968;4586880,376;FEM
980;Centre estètic;C. de Santa Coloma;Sant Andreu;Esteticien;;No;432584,657;4586932,385;FEM
981;(Super)mercat;C. de Santa Coloma;Sant Andreu;Supermercat;;No;432578,3766;4586905,931;FEM
982;Comerç de cura;C. de Borriana;Sant Andreu;Joguines;;No;432599,1209;4586907,454;FEM
983;(Super)mercat;C. de Santa Coloma;Sant Andreu;Fruiteria;;No;432572,6671;4586886,139;FEM
984;(Super)mercat;C. de Santa Coloma;Sant Andreu;Supermercat;;No;432567,3383;4586861,017;FEM
985;Comerç de cura;C. de Santa Coloma;Sant Andreu;Roba;;No;432560,6773;4586833,421;FEM
986;Centre estètic;Rambla de l'Onze de Setembre;Sant Andreu;Perruqueria;;No;432577,6153;4586829,044;FEM
987;(Super)mercat;Rambla de l'Onze de Setembre;Sant Andreu;Fruiteria;;No;432611,6817;4586828,473;FEM
988;(Super)mercat;Rambla de l'Onze de Setembre;Sant Andreu;Supermercat;;No;432624,8134;4586827,522;FEM
989;(Super)mercat;C. de Virgili;Sant Andreu;Supermercat;;No;432627,4778;4586844,269;FEM
990;Comerç de cura;C. de Mossén Quinti Mallofré;Sant Andreu;Bugaderia;;No;432649,7446;4586853,785;FEM
991;(Super)mercat;Rambla de l'Onze de Setembre;Sant Andreu;Fruiteria;;No;432645,1771;4586826,57;FEM
992;Centre estètic;C. de Mossén Quinti Mallofré;Sant Andreu;Perruqueria;;No;432668,9664;4586859,685;FEM
993;Comerç de cura;C. de Mossén Quinti Mallofré;Sant Andreu;Farmàcia;;No;432706,4584;4586880,239;FEM
994;Comerç de cura;Rambla de l'Onze de Setembre;Sant Andreu;Forn;;No;432680,5756;4586823,906;FEM
995;Comerç de cura;Rambla de l'Onze de Setembre;Sant Andreu;Forn;;No;432747,947;4586823,906;FEM
996;(Super)mercat;C. del Segre;Sant Andreu;Supermercat;;No;432740,7151;4586847,124;FEM
997;(Super)mercat;C. del Segre;Sant Andreu;Fruiteria;;No;432731,7703;4586861,969;FEM
998;Comerç de cura;C. del Segre;Sant Andreu;Coses de casa;;No;432705,8875;4586908,405;FEM
999;Comerç de cura;C. de Virgili;Sant Andreu;Dentista;;No;432640,2289;4586741,309;FEM
1000;Comerç de cura;Rambla de l'Onze de Setembre;Sant Andreu;Farmàcia;;No;432649,364;4586788,317;FEM
1001;Comerç de cura;Rambla de l'Onze de Setembre;Sant Andreu;Optica;;No;432686,2851;4586784,891;FEM
1002;(Super)mercat;Riera de Sant Andreu;Sant Andreu;Fruiteria;;No;432755,5596;4586778,23;FEM
1003;Centre estètic;Rambla de l'Onze de Setembre;Sant Andreu;Perruqueria;;No;432737,2894;4586779,753;FEM
1004;Espai institucional;C. de Virgili;Sant Andreu;Casal;;No;432649,364;4586707,052;FEM
1005;Element simbólic;C. de Santa Coloma;Sant Andreu;Grafiti;;No;432536,5073;4586704,198;FEM
1006;Element simbólic;C. de Santa Coloma;Sant Andreu;Grafiti;;No;432538,4105;4586727,702;FEM
1007;Comerç de cura;C. de Santa Coloma;Sant Andreu;Psicologia;;No;432520,8064;4586680,313;FEM
1008;Col·legi/Centre formatiu;C. de Santa Coloma;Sant Andreu;Acadèmia d'idiomes;;No;432514,9066;4586603,807;FEM
1009;Col·legi/Centre formatiu;C. de Sant Sebastià;Sant Andreu;Col·legi;;No;432446,5836;4586621,411;FEM
1010;Centre cultural;C. de Sant Sebastià;Sant Andreu;Centre cultural;;No;432435,7357;4586622,933;FEM
1011;Centre cultural;C. de Sant Sebastià;Sant Andreu;Casal;;No;432437,2582;4586707,433;FEM
1012;Centre estètic;C. de Sant Sebastià;Sant Andreu;Perruqueria;;No;432435,355;4586727,987;FEM
1013;Comerç de cura;Rambla de l'Onze de Setembre;Sant Andreu;Forn;Vivari;No;432452,864;4586803,923;FEM
1014;Comerç de cura;C. de Sant Sebastià;Sant Andreu;Dentista;;No;432422,9846;4586741,69;FEM
1015;Comerç de cura;C. de Sant Sebastià;Sant Andreu;Roba;;No;432417,8461;4586802,971;FEM
1016;Centre estètic;Rambla de l'Onze de Setembre;Sant Andreu;Perruqueria;;No;432397,4824;4586805,065;FEM
1017;Comerç de cura;C. de Sant Mateu;Sant Andreu;Forn;;No;432459,9056;4586791,552;FEM
1018;Comerç de cura;Rambla de l'Onze de Setembre;Sant Andreu;Farmàcia;;No;432506,1521;4586802,59;FEM
1019;Centre estètic;Rambla de l'Onze de Setembre;Sant Andreu;Joyeria;;No;432525,9449;4586801,829;FEM
1020;(Super)mercat;Rambla de l'Onze de Setembre;Sant Andreu;Fruiteria;Cal Fruitós;No;432535,2703;4586802,21;FEM
1021;Comerç de cura;C. de Sant Ildefons;Sant Andreu;Psicologia;;No;432379,7831;4586681,17;FEM
1022;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Coses de casa;;No;432360,9896;4586679,171;FEM
1023;Centre estètic;C. Gran de San Andreu;Sant Andreu;Perruqueria;;No;432363,2733;4586672,51;FEM
1024;(Super)mercat;C. Gran de San Andreu;Sant Andreu;Supermercat;Graneria;Si;432350,7126;4586652,718;FEM
1025;Centre estètic;C. Gran de San Andreu;Sant Andreu;Perruqueria;;No;432355,6607;4586642,631;FEM
1026;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Rentadores;;No;432370,1247;4586595,623;FEM
1027;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Dentista;;No;432372,9794;4586586,107;FEM
1028;Centre estètic;C. de Rovira i Virgili;Sant Andreu;Perruqueria;;No;432360,6089;4586572,024;FEM
1029;Centre estètic;C. de Neopàtria;Sant Andreu;Perruqueria;;No;432337,5808;4586579,446;FEM
1030;Centre estètic;C. de Neopàtria;Sant Andreu;Perruqueria;;No;432320,0719;4586596,194;FEM
1031;Comerç de cura;C. de Rovira i Virgili;Sant Andreu;Farmàcia;;No;432285,6249;4586591,056;FEM
1032;Comerç de cura;C. de Neopàtria;Sant Andreu;Dentista;;No;432295,1406;4586662,995;FEM
1033;Centre estètic;C. de Neopàtria;Sant Andreu;Perruqueria;;No;432287,3377;4586685,261;FEM
1034;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Podologia;;No;432330,7295;4586702,58;FEM
