fid;Tipologia d'espai;Carrer;Barri;Tipologia;Notes;Revisió;X;Y;GENERE
561;Espai institucional;Passeig de Torres i Bages;Sant Andreu;Serveis socials;;No;432414,0788;4588304,088;FEM
562;Comerç de cura;Passeig de Torres i Bages;Sant Andreu;Farmàcia;;No;432377,6439;4588290,345;FEM
563;Espai institucional;C. de Fernando Pessoa;Sant Andreu;Serveis socials;;No;432602,9647;4588347,075;FEM
564;Espai institucional;C. de Fernando Pessoa;Sant Andreu;CAP;;No;432567,6485;4588265,576;FEM
565;Centre cultural;C. de Fernando Pessoa;Sant Andreu;Cooperativa;;No;432606,4804;4588253,591;FEM
566;Espai institucional;C. de Fernando Pessoa;Sant Andreu;Hort públic;;No;432568,2877;4588189,191;FEM
567;Espai institucional;C. de Fèlix Amat;Sant Andreu;Residència;;No;432302,6968;4588337,647;FEM
568;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Farmàcia;;No;432190,0575;4588307,324;FEM
569;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Roba;;No;432189,6292;4588274,774;FEM
570;(Super)mercat;C. Gran de San Andreu;Sant Andreu;Supermercat;;No;432188,5584;4588265,993;FEM
571;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Roba;;No;432183,633;4588219,523;FEM
572;(Super)mercat;Av. Meridiana;Sant Andreu;Fruiteria;;No;432064,7798;4588197,465;FEM
573;Comerç de cura;Av. Meridiana;Sant Andreu;Forn;;No;432063,2807;4588188,899;FEM
574;Centre estètic;Plaça de Mossen Clapés;Sant Andreu;Esteticien;;No;432078,057;4588172,41;FEM
575;(Super)mercat;Plaça de Mossen Clapés;Sant Andreu;Fruiteria;Latino;No;432110,822;4588167,27;FEM
576;Centre estètic;Av. Meridiana;Sant Andreu;Perruqueria;;No;432079,3419;4588266,636;FEM
577;Comerç de cura;Plaça de Mossen Clapés;Sant Andreu;Farmàcia;;No;432062,8524;4588135,255;FEM
578;Comerç de cura;C. de Bartina;Sant Andreu;Rentadores;;No;432109,9654;4588121,228;FEM
579;(Super)mercat;Plaça de Mossen Clapés;Sant Andreu;Supermercat;;No;432159,1128;4588077,863;FEM
580;(Super)mercat;Plaça de Mossen Clapés;Sant Andreu;Fruiteria;;No;432167,8929;4588076,792;FEM
581;Comerç de cura;C. de Bartina;Sant Andreu;Forn;;No;432120,9941;4588076,15;FEM
582;(Super)mercat;C. de Bartina;Sant Andreu;Supermercat;;No;432108,7876;4588051,951;FEM
583;Comerç de cura;C. de Bartina;Sant Andreu;Forn;;No;432095,2961;4588027,109;FEM
584;Centre estètic;Plaça de Can Galta Cremat;Sant Andreu;Yoga;;No;432104,2904;4588007,407;FEM
585;Centre cultural;Plaça de Can Galta Cremat;Sant Andreu;Centre cultural;;No;432117,6748;4587987,973;FEM
586;Comerç de cura;Plaça de Can Galta Cremat;Sant Andreu;Neteja;;No;432152,4742;4587975,767;FEM
587;(Super)mercat;C. de Bartina;Sant Andreu;Fruiteria;;No;432056,8562;4587989,365;FEM
588;Comerç de cura;C. de Bartina;Sant Andreu;Veterinaria;;No;432077,8429;4588028,769;FEM
589;(Super)mercat;C. de Bartina;Sant Andreu;Fruiteria;;No;432073,1316;4588020,524;FEM
590;Centre estètic;C. de Bartina;Sant Andreu;Esteticien;;No;432065,8505;4588006,818;FEM
591;Centre estètic;C. de Bartina;Sant Andreu;Perruqueria;;No;432084,3745;4588042,046;FEM
592;Comerç de cura;C. de Bartina;Sant Andreu;Roba;;No;432089,5141;4588053,61;FEM
593;Centre estètic;C. de Bartina;Sant Andreu;Floristeria;;No;432105,147;4588081,45;FEM
594;Comerç de cura;C. de Bartina;Sant Andreu;Salut;;No;432097,8659;4588068,172;FEM
595;Comerç de cura;C. de Bartina;Sant Andreu;Farmàcia;;No;432028,2672;4587936,042;FEM
596;Centre estètic;C. de Bartina;Sant Andreu;Perruqueria;;No;432036,8332;4587951,889;FEM
597;(Super)mercat;C. de Bartina;Sant Andreu;Supermercat;;No;432047,1124;4587907,56;FEM
598;Centre estètic;C. de Bartina;Sant Andreu;Esteticien;;No;432058,2482;4587930,26;FEM
599;(Super)mercat;C. de Campeny;Sant Andreu;Fruiteria;;No;432095,5103;4587944,822;FEM
600;Centre cultural;C. d'Agustí i Milà;Sant Andreu;Fundació;;No;431975,158;4587780,355;FEM
601;Col·legi/Centre formatiu;C. d'Agustí i Milà;Sant Andreu;Guarderia;;No;432077,0934;4587746,948;FEM
602;Espai d'art;C. d'Arquímedes;Sant Andreu;Dança;;No;432076,8792;4587815,261;FEM
603;Comerç de cura;C. d'Agustí i Milà;Sant Andreu;Farmàcia;;No;432134,6997;4587732,814;FEM
604;Comerç de cura;C. d'Agustí i Milà;Sant Andreu;Veterinaria;;No;432179,6712;4587684,202;FEM
605;Comerç de cura;C. de Campeny;Sant Andreu;Dentista;;No;432188,0766;4587903,438;FEM
606;(Super)mercat;c. de la Residència;Sant Andreu;Supermercat;;No;432271,7021;4587904,83;FEM
607;Comerç de cura;c. de la Residència;Sant Andreu;Optica;;No;432221,591;4587938,237;FEM
608;Centre estètic;C. Gran de San Andreu;Sant Andreu;Esteticien;;No;432193,9657;4587961,365;FEM
609;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Dentista;;No;432197,3921;4587941,663;FEM
610;Centre estètic;C. Gran de San Andreu;Sant Andreu;Perruqueria;;No;432195,2506;4587952,799;FEM
611;Comerç de cura;C. de Colombia;Sant Andreu;Roba;;No;432176,4054;4588010,191;FEM
612;Centre estètic;C. Gran de San Andreu;Sant Andreu;Perruqueria;;No;432188,1837;4588008,264;FEM
613;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Farmàcia;;No;432208,0996;4588015,759;FEM
614;Col·legi/Centre formatiu;C. de Balira;Sant Andreu;Guarderia;;No;432240,4362;4588053,664;FEM
615;Centre estètic;C. Gran de San Andreu;Sant Andreu;Floristeria;;No;432204,6732;4588053,021;FEM
616;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Coses de casa;;No;432205,5298;4588038,887;FEM
617;(Super)mercat;C. Gran de San Andreu;Sant Andreu;Supermercat;;No;432200,069;4588086,215;FEM
618;Centre estètic;C. Gran de San Andreu;Sant Andreu;Esteticien;;No;432201,9963;4588080,861;FEM
619;(Super)mercat;C. Gran de San Andreu;Sant Andreu;Fruiteria;;No;432201,7822;4588066,941;FEM
620;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Fisioterapia;;No;432199,2124;4588118,765;FEM
621;Comerç de cura;C. de Palomar;Sant Andreu;Papereria;;No;432207,5642;4588133,328;FEM
622;(Super)mercat;C. de Palomar;Sant Andreu;Supermercat;;No;432247,8244;4588135,683;FEM
623;Centre estètic;C. d'Eiximenis;Sant Andreu;Perruqueria;;No;432268,3828;4588080,433;FEM
624;Centre estètic;C. d'Eiximenis;Sant Andreu;Esteticien;;No;432266,8838;4588097,35;FEM
625;Espai institucional;C. de Lanzarote;Sant Andreu;Serveis socials;;No;432336,2683;4587967,576;FEM
626;Comerç de cura;Passeig de Torres i Bages;Sant Andreu;Roba;;No;432390,7695;4588071,652;FEM
627;Centre estètic;C. de Palomar;Sant Andreu;Perruqueria;;No;432279,1974;4588138,681;FEM
628;Espai institucional;C. de l'Almirall Pròixida;Sant Andreu;Residència;;No;432340,6584;4588101,955;FEM
629;Comerç de cura;C. de Palomar;Sant Andreu;Farmàcia;;No;432326,4193;4588141,892;FEM
630;Comerç de cura;C. de l'Almirall Pròixida;Sant Andreu;Coses de casa;;No;432356,2914;4588102,597;FEM
631;(Super)mercat;Passeig de Torres i Bages;Sant Andreu;Carniceria;;No;432387,9856;4588125,618;FEM
632;Comerç de cura;C. de Palomar;Sant Andreu;Forn;;No;432377,4922;4588145,213;FEM
633;Centre estètic;C. de Palomar;Sant Andreu;Perruqueria;;No;432366,9989;4588144,678;FEM
634;Col·legi/Centre formatiu;C. de l'Almirall Pròixida;Sant Andreu;Repàs;;No;432348,2607;4588102,704;FEM
635;Centre cultural;Passeig de Torres i Bages;Sant Andreu;Centre cultural;;No;432424,1769;4588052,379;FEM
636;Comerç de cura;C. del Cinca;Sant Andreu;Podologia;;No;432511,2288;4588083,538;FEM
637;Comerç de cura;C. del Cinca;Sant Andreu;Centre mèdic;;No;432510,8005;4588130,651;FEM
638;(Super)mercat;C. del Cinca;Sant Andreu;Supermercat;Dia;No;432482,7469;4587977,105;FEM
639;Centre estètic;C. del Cinca;Sant Andreu;Perruqueria;;No;432515,9401;4587998,734;FEM
640;Col·legi/Centre formatiu;C. del Cinca;Sant Andreu;Repàs;;No;432517,6533;4587955,904;FEM
641;(Super)mercat;C. del Cinca;Sant Andreu;Supermercat;;No;432520,8656;4587882,665;FEM
642;Centre cultural;C. del Cinca;Sant Andreu;Llibreria;;No;432513,5845;4588050,344;FEM
643;Comerç de cura;C. del Cinca;Sant Andreu;Farmàcia;;No;432513,3703;4588035,354;FEM
644;Comerç de cura;C. de Fernando Pessoa;Sant Andreu;Centre mèdic;;No;432585,646;4587894,765;FEM
645;Comerç de cura;C. del Cinca;Sant Andreu;Veterinaria;;No;432522,4717;4587847,223;FEM
646;Comerç de cura;C. de Fernando Pessoa;Sant Andreu;Farmàcia;;No;432591,8563;4587787,904;FEM
647;(Super)mercat;C. del Cinca;Sant Andreu;Supermercat;Caprabo;No;432528,8962;4587715,093;FEM
648;(Super)mercat;C. del Cinca;Sant Andreu;Fruiteria;;No;432529,7528;4587686,182;FEM
649;Centre estètic;C. de Joan Torras;Sant Andreu;Esteticien;;No;432574,296;4587685,754;FEM
650;Centre estètic;C. de Joan Torras;Sant Andreu;Esteticien;;No;432581,1488;4587685,754;FEM
651;Comerç de cura;C. de Joan Comorera;Sant Andreu;Dentista;;No;432557,5923;4587747,001;FEM
652;Espai institucional;C. de Fernando Pessoa;Sant Andreu;Habitatge;;No;432634,4721;4587690,251;FEM
653;Comerç de cura;C. de Joan Torras;Sant Andreu;Veterinaria;;No;432582,6479;4587656,416;FEM
654;Comerç de cura;C. de Joan Torras;Sant Andreu;Area de jocs;;No;432601,0647;4587657,915;FEM
655;(Super)mercat;C. de Joan Torras;Sant Andreu;Supermercat;Mercadona;No;432541,7452;4587656,416;FEM
656;Comerç de cura;C. de Joan Torras;Sant Andreu;Farmàcia;;No;432470,8616;4587676,974;FEM
657;Centre estètic;Plaça Sot dels Paletes;Sant Andreu;Esteticien;;No;432463,3663;4587687,896;FEM
658;Espai d'art;C. del Cinca;Sant Andreu;Dança;;No;432496,3454;4587696,676;FEM
659;Espai d'art;Passatge de Jacint Guardiola;Sant Andreu;Ceràmica;;No;432482,2115;4587717,234;FEM
660;(Super)mercat;Passeig de Torres i Bages;Sant Andreu;Fruiteria;;No;432437,6683;4587733,295;FEM
661;Comerç de cura;Passeig de Torres i Bages;Sant Andreu;Roba;;No;432437,4542;4587743,146;FEM
662;(Super)mercat;Passeig de Torres i Bages;Sant Andreu;Fruiteria;;No;432434,8844;4587805,464;FEM
663;Centre estètic;Passeig de Torres i Bages;Sant Andreu;Esteticien;;No;432435,9551;4587772,485;FEM
664;(Super)mercat;Passeig de Torres i Bages;Sant Andreu;Supermercat;Condis;No;432432,1004;4587854,076;FEM
665;(Super)mercat;Passeig de Torres i Bages;Sant Andreu;Supermercat;La Sirena;No;432432,1004;4587866,497;FEM
666;Comerç de cura;Passeig de Torres i Bages;Sant Andreu;Papereria;;No;432431,0297;4587881,916;FEM
667;Comerç de cura;Passeig de Torres i Bages;Sant Andreu;Farmàcia;;No;432397,4082;4587893,48;FEM
668;Comerç de cura;c. de la Residència;Sant Andreu;Forn;;No;432382,6318;4587900,118;FEM
669;Centre cultural;c. de la Residència;Sant Andreu;Associació;;No;432349,8669;4587905,044;FEM
670;Centre cultural;Passeig de Torres i Bages;Sant Andreu;Llibreria;;No;432397,4082;4587881,273;FEM
671;(Super)mercat;Passeig de Torres i Bages;Sant Andreu;Supermercat;;No;432398,9072;4587870,351;FEM
672;(Super)mercat;Passeig de Torres i Bages;Sant Andreu;Fruiteria;;No;432398,0506;4587849,793;FEM
673;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Roba;;No;432215,5948;4587786,458;FEM
674;(Super)mercat;C. Gran de San Andreu;Sant Andreu;Fruiteria;Cal fruitós;No;432216,4514;4587794,81;FEM
675;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Podologia;;No;432220,7344;4587763,33;FEM
676;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Veterinaria;;No;432224,1608;4587749,41;FEM
677;Centre estètic;C. Gran de San Andreu;Sant Andreu;Floristeria;;No;432213,6675;4587814,298;FEM
678;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Coses de casa;;No;432214,9524;4587805,089;FEM
679;(Super)mercat;C. Gran de San Andreu;Sant Andreu;Supermercat;;No;432226,5165;4587729,494;FEM
680;Centre estètic;C. Gran de San Andreu;Sant Andreu;Herboristeria;;No;432225,874;4587736,347;FEM
681;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Coses de casa;;No;432230,157;4587707,651;FEM
682;Comerç de cura;C. de Guardiola i Feliu;Sant Andreu;Forn;;No;432247,1284;4587793,579;FEM
683;Comerç de cura;C. de Guardiola i Feliu;Sant Andreu;Papereria;;No;432269,8283;4587790,474;FEM
684;Comerç de cura;C. de Guardiola i Feliu;Sant Andreu;Farmàcia;;No;432267,7939;4587778,053;FEM
685;(Super)mercat;C. Gran de San Andreu;Sant Andreu;Supermercat;Consum;No;432249,4841;4587723,873;FEM
686;(Super)mercat;C. de Joan Torras;Sant Andreu;Supermercat;;No;432282,4632;4587671,406;FEM
687;Centre estètic;C. Gran de San Andreu;Sant Andreu;Pilates;;No;432253,3388;4587696,248;FEM
688;Centre estètic;C. Gran de San Andreu;Sant Andreu;Perruqueria;;No;432253,3388;4587690,894;FEM
689;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Forn;;No;432246,7001;4587745,716;FEM
690;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Dentista;;No;432240,7039;4587765,418;FEM
691;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Coses de casa;;No;432240,2756;4587779,552;FEM
692;Centre estètic;C. de Guardiola i Feliu;Sant Andreu;Perruqueria;;No;432254,8378;4587792,401;FEM
693;Centre estètic;C. Gran de San Andreu;Sant Andreu;Perruqueria;;No;432234,1724;4587820,99;FEM
694;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Centre mèdic;;No;432232,8875;4587826,558;FEM
695;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Coses de casa;;No;432229,6752;4587852,684;FEM
696;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Coses de casa;;No;432227,3196;4587870,887;FEM
697;Comerç de cura;C. de Joan Torras;Sant Andreu;Veterinaria;;No;432313,622;4587672,156;FEM
698;Comerç de cura;C. de Lanzarote;Sant Andreu;Forn;;No;432327,1134;4587685,861;FEM
699;Comerç de cura;C. de Lanzarote;Sant Andreu;Roba;;No;432340,3907;4587684,791;FEM
700;Centre estètic;C. de Lanzarote;Sant Andreu;Perruqueria;;No;432340,1766;4587693,571;FEM
701;Comerç de cura;C. de Lanzarote;Sant Andreu;Dentista;;No;432326,0427;4587698,924;FEM
702;Comerç de cura;C. de Lanzarote;Sant Andreu;Fisioterapia;;No;432335,2511;4587720,339;FEM
703;(Super)mercat;C. Gran de San Andreu;Sant Andreu;Carniceria;;No;432281,9278;4587638,534;FEM
704;Centre estètic;C. Gran de San Andreu;Sant Andreu;Esteticien;;No;432291,1362;4587620,546;FEM
705;Centre estètic;C. de Servet;Sant Andreu;Perruqueria;;No;432141,2313;4587601,914;FEM
706;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Optica;;No;432304,4135;4587596,347;FEM
707;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Farmàcia;;No;432305,9126;4587592,92;FEM
708;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Dentista;;No;432291,5645;4587583,712;FEM
709;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Coses de casa;;No;432297,1324;4587607,482;FEM
710;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Roba;;No;432252,161;4587652,454;FEM
711;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Roba;;No;432241,4535;4587669,372;FEM
712;(Super)mercat;C. Gran de San Andreu;Sant Andreu;Formatgeria;;No;432258,3713;4587638,32;FEM
713;Centre estètic;C. Gran de San Andreu;Sant Andreu;Joyeria;;No;432263,0826;4587629,326;FEM
714;Centre estètic;C. Gran de San Andreu;Sant Andreu;Floristeria;;No;432260,9411;4587634,251;FEM
715;Col·legi/Centre formatiu;Passeig de Torres i Bages;Sant Andreu;Guarderia;;No;432404,4216;4587728,049;FEM
716;(Super)mercat;Passeig de Torres i Bages;Sant Andreu;Supermercat;;No;432405,064;4587744,967;FEM
717;Comerç de cura;Passeig de Torres i Bages;Sant Andreu;Coses de casa;;No;432406,1348;4587711,559;FEM
718;Centre estètic;Passeig de Torres i Bages;Sant Andreu;Esteticien;;No;432408,0621;4587689,716;FEM
719;Comerç de cura;C. de Joan Torras;Sant Andreu;Optica;;No;432400,781;4587674,511;FEM
720;Comerç de cura;Passeig de Torres i Bages;Sant Andreu;Coses de casa;;No;432409,5612;4587615,834;FEM
721;Comerç de cura;Passeig de Torres i Bages;Sant Andreu;Forn;Maxcipa;No;432409,347;4587624,4;FEM
722;(Super)mercat;Passeig de Torres i Bages;Sant Andreu;Fruiteria;Cal fruitós;No;432409,9895;4587602,129;FEM
723;Comerç de cura;Passeig de Torres i Bages;Sant Andreu;Forn;;No;432408,2763;4587581,784;FEM
724;(Super)mercat;Passeig de Torres i Bages;Sant Andreu;Supermercat;Condis;No;432411,9168;4587571,933;FEM
725;Centre estètic;Passeig de Torres i Bages;Sant Andreu;Fotografia;;No;432413,2017;4587559,727;FEM
726;Comerç de cura;Passeig de Torres i Bages;Sant Andreu;Viatges;;No;432445,3242;4587567,65;FEM
727;Centre estètic;C. d'en Paixalet;Sant Andreu;Perruqueria;;No;432478,3033;4587629,326;FEM
728;Comerç de cura;C. d'en Paixalet;Sant Andreu;Centre mèdic;;No;432484,9419;4587617,976;FEM
729;Espai institucional;C. d'en Paixalet;Sant Andreu;Serveis socials;;No;432511,7107;4587581,57;FEM
730;Espai institucional;C. del Cinca;Sant Andreu;Salut;;No;432533,9287;4587578,197;FEM
731;Centre cultural;C. del Pont;Sant Andreu;Espai comunitari;;No;432487,1102;4587495,482;FEM
732;Comerç de cura;C. del Cinca;Sant Andreu;Hospital privat;;No;432541,7184;4587523,669;FEM
733;Centre cultural;C. del Cinca;Sant Andreu;Teatre;;No;432530,7968;4587602,691;FEM
734;(Super)mercat;C. del Cinca;Sant Andreu;Fruiteria;;No;432530,1543;4587611,685;FEM
735;Comerç de cura;C. del Cinca;Sant Andreu;Veterinaria;;No;432521,8025;4587465,207;FEM
736;Comerç de cura;C. del Cinca;Sant Andreu;Psicologia;;No;432518,1084;4587452,036;FEM
737;Comerç de cura;C. del Cinca;Sant Andreu;Dentista;;No;432512,6476;4587420,556;FEM
738;Comerç de cura;C. del Segre;Sant Andreu;Papereria;;No;432507,9898;4587373,336;FEM
739;Comerç de cura;C. del Segre;Sant Andreu;Psicòleg infantil;;No;432513,7719;4587357,917;FEM
740;Espai institucional;Plaça de Can Fabra;Sant Andreu;Serveis socials;;No;432431,2171;4587283,554;FEM
741;Comerç de cura;C. de Sant Adrià;Sant Andreu;Forn;;No;432524,3723;4587280,342;FEM
742;(Super)mercat;C. de Sant Adrià;Sant Andreu;Supermercat;;No;432562,2768;4587313,749;FEM
743;Col·legi/Centre formatiu;C. del Dr. Balari i Jovany;Sant Andreu;Repàs;;No;432553,6038;4587318,567;FEM
744;Col·legi/Centre formatiu;C. del Segre;Sant Andreu;Acadèmia d'idiomes;;No;432508,9535;4587308,288;FEM
745;Comerç de cura;C. del Dr. Balari i Jovany;Sant Andreu;Farmàcia;;No;432519,8751;4587331,095;FEM
746;Centre estètic;C. del Segre;Sant Andreu;Esteticien;;No;432505,42;4587331,095;FEM
747;Centre estètic;C. de Sant Adrià;Sant Andreu;Perruqueria;;No;432549,7491;4587258,498;FEM
748;Comerç de cura;C. del Dr. Balari i Jovany;Sant Andreu;Forn;;No;432449,6875;4587375,585;FEM
749;Comerç de cura;C. del Segre;Sant Andreu;Forn;;No;432442,9418;4587448,342;FEM
750;Comerç de cura;C. del Segre;Sant Andreu;Forn;365;No;432412,9073;4587523,991;FEM
751;(Super)mercat;Plaça Orfila;Sant Andreu;Fruiteria;;No;432405,6797;4587494,277;FEM
752;Comerç de cura;C. del Segre;Sant Andreu;Roba;;No;432407,607;4587499,738;FEM
753;Comerç de cura;C. del Segre;Sant Andreu;Dentista;;No;432409,0526;4587510,981;FEM
754;Espai institucional;Plaça Orfila;Sant Andreu;Seu de districte;;No;432386,7274;4587463,119;FEM
755;Centre cultural;C. de Malats;Sant Andreu;Centre cultural;;No;432377,5725;4587474,201;FEM
756;Centre estètic;C. de l'Ajuntament;Sant Andreu;Lenceria;;No;432378,3756;4587439,187;FEM
757;Centre cultural;C. del Dr. Balari i Jovany;Sant Andreu;Llibreria;;No;432347,6986;4587412,044;FEM
758;Comerç de cura;C. de l'Ajuntament;Sant Andreu;Dentista;;No;432393,3125;4587446,415;FEM
759;Centre estètic;C. de Malats;Sant Andreu;Esteticien;;No;432329,2282;4587471,149;FEM
760;Comerç de cura;C. de Malats;Sant Andreu;Centre mèdic;;No;432341,7559;4587471,631;FEM
761;Centre estètic;C. de Malats;Sant Andreu;Yoga;;No;432334,8496;4587488,335;FEM
762;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Roba;;No;432313,4881;4587459,264;FEM
763;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Roba;;No;432314,1306;4587454,445;FEM
764;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Coses de casa;;No;432314,1306;4587448,342;FEM
765;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Farmàcia;;No;432295,9814;4587430,514;FEM
766;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Dentista;;No;432314,773;4587432,602;FEM
767;Centre estètic;Plaça del Comerç;Sant Andreu;Perruqueria;;No;432313,8094;4587424,572;FEM
768;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Roba;;No;432295,3389;4587421,038;FEM
769;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Merceria;;No;432295,0177;4587425,696;FEM
770;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Optica;;No;432295,6602;4587414,132;FEM
771;Comerç de cura;Plaça del Comerç;Sant Andreu;Farmàcia;;No;432314,6124;4587386,185;FEM
772;Centre estètic;Plaça del Comerç;Sant Andreu;Joyeria;;No;432330,1918;4587396,625;FEM
773;Comerç de cura;Plaça del Comerç;Sant Andreu;Roba;;No;432330,5131;4587399,998;FEM
774;Comerç de cura;Plaça del Comerç;Sant Andreu;Roba;;No;432331,9586;4587413,007;FEM
775;(Super)mercat;C. de Santa Marta;Sant Andreu;Supermercat;;No;432370,345;4587551,455;FEM
776;Centre estètic;C. de Santa Marta;Sant Andreu;Perruqueria;;No;432389,2972;4587541,819;FEM
777;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Joguines;;No;432315,4155;4587538,767;FEM
778;Centre cultural;C. Gran de San Andreu;Sant Andreu;Llibreria;;No;432315,8973;4587546,316;FEM
779;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Veterinaria;;No;432314,773;4587561,253;FEM
780;(Super)mercat;C. Gran de San Andreu;Sant Andreu;Fruiteria;;No;432310,4365;4587491,226;FEM
781;(Super)mercat;C. Gran de San Andreu;Sant Andreu;Supermercat;Bonarea;No;432295,8208;4587506,645;FEM
782;Centre estètic;C. Gran de San Andreu;Sant Andreu;Supermercat;;No;432298,8724;4587539,409;FEM
783;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Dentista;;No;432295,8208;4587512,908;FEM
784;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Coses de casa;;No;432295,1783;4587468,258;FEM
785;(Super)mercat;C. Gran de San Andreu;Sant Andreu;Supermercat;Dia;No;432295,4995;4587458,3;FEM
786;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Esteticien;;No;432295,9814;4587452,358;FEM
787;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Roba;;No;432295,3389;4587446,897;FEM
788;Comerç de cura;C. de Malats;Sant Andreu;Viatges;;No;432275,9048;4587473,077;FEM
789;Comerç de cura;C. de Malats;Sant Andreu;Podologia;;No;432261,6103;4587475,807;FEM
790;Centre estètic;C. de Malats;Sant Andreu;Perruqueria;;No;432271,5683;4587473,719;FEM
791;Centre estètic;C. de Malats;Sant Andreu;Massatges;;No;432252,9372;4587476,449;FEM
792;Comerç de cura;C. de Malats;Sant Andreu;Roba;;No;432238,6427;4587478,537;FEM
793;Espai institucional;C. de Santa Maria;Sant Andreu;Correo;;No;432217,9237;4587467,455;FEM
794;Centre estètic;C. de Malats;Sant Andreu;Floristeria;;No;432276,2261;4587489,78;FEM
795;Centre estètic;C. de Malats;Sant Andreu;Perruqueria;;No;432198,0078;4587504,235;FEM
796;Comerç de cura;C. de Matagalls;Sant Andreu;Centre mèdic;;No;432166,5277;4587561,895;FEM
797;Comerç de cura;C. de Servet;Sant Andreu;Veterinaria;;No;432189,0135;4587580,526;FEM
798;(Super)mercat;C. de Malats;Sant Andreu;Supermercat;;No;432159,9426;4587515,318;FEM
799;Col·legi/Centre formatiu;C. de Malats;Sant Andreu;Guarderia;;No;432087,3458;4587518,048;FEM
800;Comerç de cura;C. de Malats;Sant Andreu;Farmàcia;;No;432046,8715;4587528,809;FEM
801;Centre cultural;C. de Fraga;Sant Andreu;Centre cultural;;No;432139,063;4587477,252;FEM
802;Espai institucional;C. de Fraga;Sant Andreu;Serveis socials;;No;432139,3842;4587480,947;FEM
803;Espai institucional;C. de Fraga;Sant Andreu;Serveis socials;;No;432137,4569;4587472,434;FEM
804;Comerç de cura;C. de Pons i Gallarza;Sant Andreu;Forn;;No;432123,323;4587422,805;FEM
805;Comerç de cura;C. de Fraga;Sant Andreu;Psicologia;;No;432131,3536;4587436,296;FEM
806;Centre cultural;C. de Pons i Gallarza;Sant Andreu;Llibreria;;No;432154,3212;4587422,805;FEM
807;Centre estètic;C. de Santa Maria;Sant Andreu;Perruqueria;;No;432210,6962;4587434,369;FEM
808;(Super)mercat;C. de Pons i Gallarza;Sant Andreu;Supermercat;;No;432137,7781;4587413,168;FEM
809;(Super)mercat;C. de VIntró;Sant Andreu;Supermercat;;No;432162,1109;4587408,751;FEM
810;Centre estètic;C. de Montpeller;Sant Andreu;Joyeria;;No;432136,4129;4587346,434;FEM
811;Comerç de cura;C. de Pons i Gallarza;Sant Andreu;Veterinaria;;No;432088,8716;4587412,606;FEM
812;Comerç de cura;C. de Pons i Gallarza;Sant Andreu;Dentista;;No;432097,5447;4587412,606;FEM
813;Centre estètic;C. de Pons i Gallarza;Sant Andreu;Esteticien;;No;432113,2847;4587412,767;FEM
814;Centre estètic;C. de Pons i Gallarza;Sant Andreu;Esteticien;;No;432086,623;4587423,688;FEM
815;Centre estètic;C. de Pons i Gallarza;Sant Andreu;Yoga;;No;432092,0839;4587423,688;FEM
816;Centre cultural;C. de Pons i Gallarza;Sant Andreu;Esplai;;No;432021,4144;4587428,025;FEM
817;Comerç de cura;C. de Pons i Gallarza;Sant Andreu;Farmàcia;;No;431914,4465;4587438,946;FEM
818;Centre cultural;C. de Pons i Gallarza;Sant Andreu;Llibreria;;No;431896,2973;4587440,392;FEM
819;Centre estètic;C. de Pons i Gallarza;Sant Andreu;Perruqueria;;No;431885,0544;4587441,195;FEM
